X,Y,OBJECTID,MAPLABELNA,LEGENDTYPE,PUBLICVIEW,LOCID,stfacid,progid,facName,opStatus,piStartDate,PWSSource,PWSType,SubName,SubProgID,countyName,FO,Latitude,Longitude,X_Coord,Y_Coord,Accuracy,colMthTxt,refPntTxt,VerifyTxt,collectBy,ColDate,locComment,Congress,StHouse,StSenate,HUC,Hyperlink
-94.6830167230471,42.9360183819845,120590,Mallard Water Supply,4,0,20000133911,310381743,IA7450019   ,Mallard Water Supply,Active,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #1                                ,2573408,Palo Alto,3,42.93601,-94.68301,362677,4755083,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2004/06/18 00:00:00+00,,04,07,04,071000020703,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310381743
-94.6830167230471,42.9360183819845,120590,Mallard Water Supply,4,0,20000133911,310381743,IA7450019   ,Mallard Water Supply,Active,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #1                                ,2573408,Palo Alto,3,42.93601,-94.68301,362677,4755083,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2004/06/18 00:00:00+00,,04,07,04,071000020703,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310381743
-93.0334215853222,41.2629645258834,120710,Irua - Pershing Utilities,4,0,20000123376,310337783,IA6300800   ,Irua - Pershing Utilities,Active,1975/06/01 00:00:00+00,Purchased Ground Water,Community,TREATMENT PLANT #1                      ,2573178,Marion,5,41.26296,-93.03341,497201,4567949,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2004/07/08 00:00:00+00,,02,71,36,071000090309,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310337783
-93.0334215853222,41.2629645258834,120710,Irua - Pershing Utilities,4,0,20000123376,310337783,IA6300800   ,Irua - Pershing Utilities,Active,1975/06/01 00:00:00+00,Purchased Ground Water,Community,TREATMENT PLANT #1                      ,2573178,Marion,5,41.26296,-93.03341,497201,4567949,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2004/07/08 00:00:00+00,,02,71,36,071000090309,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310337783
-96.1860396449206,42.771274952885,120715,Lemars Water Department,4,0,20000134318,310386124,IA7540174   ,Lemars Water Department,Active,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #1                                ,2573421,Plymouth,3,42.77127,-96.18603,239340,4740339,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2004/05/27 00:00:00+00,,04,03,02,102300020502,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310386124
-96.1860396449206,42.771274952885,120715,Lemars Water Department,4,0,20000134318,310386124,IA7540174   ,Lemars Water Department,Active,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #1                                ,2573421,Plymouth,3,42.77127,-96.18603,239340,4740339,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2004/05/27 00:00:00+00,,04,03,02,102300020502,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310386124
-92.6537171196839,42.8327362115245,120720,Clarksville Water Supply,4,0,20000124694,310349389,IA1228038   ,Clarksville Water Supply,Active,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #1                                ,2571684,Butler,2,42.83273,-92.65371,528302,4742298,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2001/08/14 00:00:00+00,,04,17,09,070802020803,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310349389
-92.6537171196839,42.8327362115245,120720,Clarksville Water Supply,4,0,20000124694,310349389,IA1228038   ,Clarksville Water Supply,Active,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #1                                ,2571684,Butler,2,42.83273,-92.65371,528302,4742298,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2001/08/14 00:00:00+00,,04,17,09,070802020803,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310349389
-95.4427001875395,42.3331895004791,120757,Juvalls,4,0,20000127883,310341541,IA4728785   ,Juvalls,Inactive,1976/01/01 00:00:00+00,Ground Water,Transient Non-Community,PLANT #1                                ,2572984,Ida,3,42.33318,-95.44269,298755,4689660,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,,,04,55,28,102300050207,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310341541
-95.4427001875395,42.3331895004791,120757,Juvalls,4,0,20000127883,310341541,IA4728785   ,Juvalls,Inactive,1976/01/01 00:00:00+00,Ground Water,Transient Non-Community,PLANT #1                                ,2572984,Ida,3,42.33318,-95.44269,298755,4689660,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,,,04,55,28,102300050207,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310341541
-91.5910109565289,40.9622547004145,120766,Mount Pleasant Municipal Utilities,4,0,20000123694,310339927,IA4453016   ,Mount Pleasant Municipal Utilities,Active,1975/06/01 00:00:00+00,Ground Water,Community,TREATMENT PLANT WELL #6                 ,2582526,Henry,6,40.96225,-91.591,618568,4535522,500,PUBLIC LAND SURVEY - EIGHTH SECTION,WELL,,,2002/10/17 00:00:00+00,,02,91,46,070801070905,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310339927
-91.5910109565289,40.9622547004145,120766,Mount Pleasant Municipal Utilities,4,0,20000123694,310339927,IA4453016   ,Mount Pleasant Municipal Utilities,Active,1975/06/01 00:00:00+00,Ground Water,Community,TREATMENT PLANT WELL #6                 ,2582526,Henry,6,40.96225,-91.591,618568,4535522,500,PUBLIC LAND SURVEY - EIGHTH SECTION,WELL,,,2002/10/17 00:00:00+00,,02,91,46,070801070905,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310339927
-91.3849823684581,42.8674257118662,120819,Fast Trak,4,0,20000128111,310342904,IA2223201   ,Fast Trak,Active,2001/10/24 11:12:14+00,Ground Water,Transient Non-Community,TREATMENT PLANT                         ,2585825,Clayton,1,42.86742,-91.38497,631922,4747357,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2004/03/22 00:00:00+00,,01,24,12,070600040505,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310342904
-91.3849823684581,42.8674257118662,120819,Fast Trak,4,0,20000128111,310342904,IA2223201   ,Fast Trak,Active,2001/10/24 11:12:14+00,Ground Water,Transient Non-Community,TREATMENT PLANT                         ,2585825,Clayton,1,42.86742,-91.38497,631922,4747357,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2004/03/22 00:00:00+00,,01,24,12,070600040505,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310342904
-90.5634338513475,41.7274662253613,120821,Scott Co Pk-nature Center,4,0,20000132590,310368346,IA8251995   ,Scott Co Pk-nature Center,Active,1983/09/01 00:00:00+00,Ground Water,Transient Non-Community,PLANT #1                                ,2572302,Scott,6,41.72746,-90.56343,702657,4622386,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2001/08/14 00:00:00+00,,02,83,42,070801030604,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310368346
-90.5634338513475,41.7274662253613,120821,Scott Co Pk-nature Center,4,0,20000132590,310368346,IA8251995   ,Scott Co Pk-nature Center,Active,1983/09/01 00:00:00+00,Ground Water,Transient Non-Community,PLANT #1                                ,2572302,Scott,6,41.72746,-90.56343,702657,4622386,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2001/08/14 00:00:00+00,,02,83,42,070801030604,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310368346
-93.7717843050801,40.7464693323535,120826,Leon Water Treatment Plant,4,0,20000309515,310659057,IA2742076   ,Leon Water Treatment Plant,Active,1975/06/01 00:00:00+00,Surface Water,Community,TREATMENT PLANT #1                      ,2572088,Decatur,5,40.74646,-93.77178,434844,4510899,20,INTERPOLATION-PHOTO,PLANT ENTRANCE (GENERAL),,,2006/02/28 00:00:00+00,,02,95,48,102801020601,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310659057
-93.7717843050801,40.7464693323535,120826,Leon Water Treatment Plant,4,0,20000309515,310659057,IA2742076   ,Leon Water Treatment Plant,Active,1975/06/01 00:00:00+00,Surface Water,Community,TREATMENT PLANT #1                      ,2572088,Decatur,5,40.74646,-93.77178,434844,4510899,20,INTERPOLATION-PHOTO,PLANT ENTRANCE (GENERAL),,,2006/02/28 00:00:00+00,,02,95,48,102801020601,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310659057
-93.1364844940461,43.1385058283892,120847,Mason City Water Department,4,0,20000129585,310378168,IA1750048   ,Mason City Water Department,Active,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #2                                ,2571896,Cerro Gordo,2,43.1385,-93.13648,488901,4776204,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2001/08/14 00:00:00+00,,04,13,07,070802030401,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310378168
-93.1364844940461,43.1385058283892,120847,Mason City Water Department,4,0,20000129585,310378168,IA1750048   ,Mason City Water Department,Active,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #2                                ,2571896,Cerro Gordo,2,43.1385,-93.13648,488901,4776204,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2001/08/14 00:00:00+00,,04,13,07,070802030401,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310378168
-92.8840568603873,40.7182810499034,120900,Centerville Municipal Waterworks,4,0,20000126502,310336557,IA0407008   ,Centerville Municipal Waterworks,Active,1975/06/01 00:00:00+00,Purchased Surface Water,Community,TREATMENT PLANT #1                      ,2571406,Appanoose,5,40.71827,-92.88405,509793,4507490,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2004/07/27 00:00:00+00,,02,94,47,102802010304,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310336557
-92.8840568603873,40.7182810499034,120900,Centerville Municipal Waterworks,4,0,20000126502,310336557,IA0407008   ,Centerville Municipal Waterworks,Active,1975/06/01 00:00:00+00,Purchased Surface Water,Community,TREATMENT PLANT #1                      ,2571406,Appanoose,5,40.71827,-92.88405,509793,4507490,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2004/07/27 00:00:00+00,,02,94,47,102802010304,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310336557
-96.4954734775113,42.995289459416,120916,Hawarden Water Supply,4,0,20000128081,310371516,IA8434040   ,Hawarden Water Supply,Active,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #1                                ,2572348,Sioux,3,42.99528,-96.49547,215056,4766222,20,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2004/06/24 00:00:00+00,,04,03,02,1017020329,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310371516
-96.4954734775113,42.995289459416,120916,Hawarden Water Supply,4,0,20000128081,310371516,IA8434040   ,Hawarden Water Supply,Active,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #1                                ,2572348,Sioux,3,42.99528,-96.49547,215056,4766222,20,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2004/06/24 00:00:00+00,,04,03,02,1017020329,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310371516
-90.9957309960923,42.3033134110828,120931,Cascade Municipal Water Supply,4,0,20000132478,310367169,IA3118080   ,Cascade Municipal Water Supply,Active,1975/06/01 00:00:00+00,Ground Water,Community,TREATMENT PLANT FOR WELL #5             ,2572199,Dubuque,1,42.30331,-90.99572,665202,4685398,20,INTERPOLATION-PHOTO,PLANT ENTRANCE (GENERAL),,,2004/07/29 00:00:00+00,,01,31,16,070600060306,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310367169
-90.9957309960923,42.3033134110828,120931,Cascade Municipal Water Supply,4,0,20000132478,310367169,IA3118080   ,Cascade Municipal Water Supply,Active,1975/06/01 00:00:00+00,Ground Water,Community,TREATMENT PLANT FOR WELL #5             ,2572199,Dubuque,1,42.30331,-90.99572,665202,4685398,20,INTERPOLATION-PHOTO,PLANT ENTRANCE (GENERAL),,,2004/07/29 00:00:00+00,,01,31,16,070600060306,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310367169
-91.7033201984713,41.4700966571016,120987,Pathway Christian School,4,0,20000124162,310344311,IA9233501   ,Pathway Christian School,Active,1977/06/01 00:00:00+00,Ground Water,Non-Transient Non-Community,PLANT #1                                ,2572459,Washington,6,41.47009,-91.70331,608276,4591755,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2001/08/14 00:00:00+00,,02,89,45,070802090704,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310344311
-91.7033201984713,41.4700966571016,120987,Pathway Christian School,4,0,20000124162,310344311,IA9233501   ,Pathway Christian School,Active,1977/06/01 00:00:00+00,Ground Water,Non-Transient Non-Community,PLANT #1                                ,2572459,Washington,6,41.47009,-91.70331,608276,4591755,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2001/08/14 00:00:00+00,,02,89,45,070802090704,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310344311
-91.9043122779154,42.59922583346,120989,Hazleton Water Supply,4,0,20000124919,310351643,IA1031044   ,Hazleton Water Supply,Active,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #1                                ,2571636,Buchanan,1,42.59922,-91.90431,589887,4716892,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2001/08/14 00:00:00+00,,01,23,12,070801020704,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310351643
-91.9043122779154,42.59922583346,120989,Hazleton Water Supply,4,0,20000124919,310351643,IA1031044   ,Hazleton Water Supply,Active,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #1                                ,2571636,Buchanan,1,42.59922,-91.90431,589887,4716892,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2001/08/14 00:00:00+00,,01,23,12,070801020704,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310351643
-90.3915921440826,41.6218237617532,121004,Le Claire Utilities Dept,4,0,20000244599,311162253,IA8245066   ,Le Claire Utilities Dept,Inactive,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #2 @ WELL #4                      ,2572295,Scott,6,41.62181,-90.39159,717306,4611075,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2001/08/14 00:00:00+00,,02,83,42,070801010403,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=311162253
-90.3915921440826,41.6218237617532,121004,Le Claire Utilities Dept,4,0,20000244599,311162253,IA8245066   ,Le Claire Utilities Dept,Inactive,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #2 @ WELL #4                      ,2572295,Scott,6,41.62181,-90.39159,717306,4611075,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2001/08/14 00:00:00+00,,02,83,42,070801010403,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=311162253
-92.4389495843026,41.2111406008745,121019,Mahaska Rural Water (fremont),4,0,20000123342,310337538,IA6234070   ,Mahaska Rural Water (fremont),Inactive,1975/06/01 00:00:00+00,Purchased Ground Water,Community,TREATMENT PLANT #1                      ,2573174,Mahaska,5,41.21113,-92.43894,547035,4562347,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2002/06/24 00:00:00+00,,02,75,38,070801070101,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310337538
-92.4389495843026,41.2111406008745,121019,Mahaska Rural Water (fremont),4,0,20000123342,310337538,IA6234070   ,Mahaska Rural Water (fremont),Inactive,1975/06/01 00:00:00+00,Purchased Ground Water,Community,TREATMENT PLANT #1                      ,2573174,Mahaska,5,41.21113,-92.43894,547035,4562347,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2002/06/24 00:00:00+00,,02,75,38,070801070101,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310337538
-90.666823147401,42.0750655342535,121049,Maquoketa Municipal Water,4,0,20000130319,310381661,IA4950029   ,Maquoketa Municipal Water,Active,1975/06/01 00:00:00+00,Ground Water,Community,TREATMENT PLANT                         ,2585935,Jackson,1,42.07506,-90.66682,693007,4660744,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2006/04/04 00:00:00+00,,01,25,13,070600061001,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310381661
-90.666823147401,42.0750655342535,121049,Maquoketa Municipal Water,4,0,20000130319,310381661,IA4950029   ,Maquoketa Municipal Water,Active,1975/06/01 00:00:00+00,Ground Water,Community,TREATMENT PLANT                         ,2585935,Jackson,1,42.07506,-90.66682,693007,4660744,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2006/04/04 00:00:00+00,,01,25,13,070600061001,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310381661
-91.5466407781413,43.0615866279466,121075,Smokeys Restaurant And Grill,4,0,20000126805,310337556,IA9644202   ,Smokeys Restaurant And Grill,Inactive,2001/08/08 16:24:14+00,Ground Water,Transient Non-Community,TREATMENT PLANT                         ,2582625,Winneshiek,1,43.06158,-91.54663,618344,4768678,100,ADDRESS MATCHING-DIGITIZED,PLANT ENTRANCE (GENERAL),,,2011/02/18 00:00:00+00,,01,24,12,070600040501,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310337556
-91.5466407781413,43.0615866279466,121075,Smokeys Restaurant And Grill,4,0,20000126805,310337556,IA9644202   ,Smokeys Restaurant And Grill,Inactive,2001/08/08 16:24:14+00,Ground Water,Transient Non-Community,TREATMENT PLANT                         ,2582625,Winneshiek,1,43.06158,-91.54663,618344,4768678,100,ADDRESS MATCHING-DIGITIZED,PLANT ENTRANCE (GENERAL),,,2011/02/18 00:00:00+00,,01,24,12,070600040501,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310337556
-93.4348644794388,42.0228152385003,121077,Nevada Comm School Milford Sch,4,0,20000128161,310371843,IA8562534   ,Nevada Comm School Milford Sch,Inactive,1976/04/01 00:00:00+00,Ground Water,Non-Transient Non-Community,PLANT #1                                ,2572388,Story,5,42.02281,-93.43486,463999,4652400,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2001/08/14 00:00:00+00,,04,10,05,070801050504,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310371843
-93.4348644794388,42.0228152385003,121077,Nevada Comm School Milford Sch,4,0,20000128161,310371843,IA8562534   ,Nevada Comm School Milford Sch,Inactive,1976/04/01 00:00:00+00,Ground Water,Non-Transient Non-Community,PLANT #1                                ,2572388,Story,5,42.02281,-93.43486,463999,4652400,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2001/08/14 00:00:00+00,,04,10,05,070801050504,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310371843
-90.7076987069376,42.5417979800362,121129,Wildflower Ridge Subdivision,4,0,20000219131,310367838,IA3126310   ,Wildflower Ridge Subdivision,Active,2003/05/20 09:01:35+00,Ground Water,Community,TREATMENT PLANT                         ,2586967,Dubuque,1,42.54179,-90.70769,688229,4712480,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2008/11/14 00:00:00+00,,01,32,16,070600030604,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310367838
-90.7076987069376,42.5417979800362,121129,Wildflower Ridge Subdivision,4,0,20000219131,310367838,IA3126310   ,Wildflower Ridge Subdivision,Active,2003/05/20 09:01:35+00,Ground Water,Community,TREATMENT PLANT                         ,2586967,Dubuque,1,42.54179,-90.70769,688229,4712480,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2008/11/14 00:00:00+00,,01,32,16,070600030604,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310367838
-95.1489759774415,42.4381877883594,121142,Reiff Pk-sac Conservation,4,0,20000128076,310342659,IA8114994   ,Reiff Pk-sac Conservation,Inactive,1976/06/01 00:00:00+00,Ground Water,Transient Non-Community,PLANT #1                                ,2573526,Sac,3,42.43818,-95.14897,323250,4700666,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,,,04,52,26,102300070103,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310342659
